,State,City,Population,Violent Crime,Murder,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Total
66,New York,New York,8804190,538.9,3.39,27.56,162.42,345.52,1448.59,128.87,1253.15,66.56,1987.49
67,North Carolina8,Charlotte-Mecklenburg,914609,,9.4,,220.53,433.52,3815.18,701.5,2827.0,286.68,3836.39
68,North Carolina8,Raleigh,269088,,8.55,,316.63,467.13,3826.26,867.37,2675.7,283.18,3837.78
69,North Carolina8,Greensboro,290051,,15.86,,228.93,480.61,3562.13,710.91,2559.55,291.67,3601.78
70,Ohio,Cincinnati,309317,947.12,23.4,97.62,399.84,426.26,5049.88,1152.73,3400.69,496.46,5997.0
71,Ohio,Cleveland,372624,1556.76,27.77,128.97,699.88,700.14,4916.04,1518.87,2516.15,881.01,6538.45
72,Ohio,Columbus,905748,513.41,16.28,105.37,225.06,166.7,3944.94,815.29,2650.87,478.79,4501.8
73,Ohio,"Toledo4,5,7",270871,,12.63,,281.47,661.82,4003.74,1119.75,2615.15,268.84,4003.74
74,Oklahoma,Oklahoma City,648260,787.34,12.49,73.12,172.77,528.95,3752.51,941.75,2378.83,431.93,4552.5
75,Oklahoma,Tulsa,404868,1040.83,17.29,104.48,238.1,680.96,5455.61,1376.75,3224.26,854.6,6532.01
76,Oregon,Portland,10343,515.7,3.7,67.45,160.92,283.64,5677.02,729.13,3824.56,1123.33,6239.99
77,Pennsylvania,Philadelphia,1603797,947.58,20.06,75.02,382.46,470.04,3063.48,418.25,2297.23,348.0,4037.27
78,Pennsylvania,Pittsburgh,305932,656.36,17.98,29.42,262.15,346.81,3114.42,526.26,2365.89,222.27,3815.23
79,Tennessee,Memphis,652765,2003.32,27.73,90.38,529.59,1355.62,6297.83,1460.25,4224.49,613.08,8357.07
80,Tennessee,Nashville,674942,1138.17,16.3,72.9,303.14,745.84,3817.96,631.31,2806.61,380.03,4966.5
81,Texas,Arlington4,397377,516.89,4.78,63.92,144.95,303.24,3197.72,453.22,2402.25,342.24,3721.91
82,Texas,Austin,971949,414.84,2.57,85.81,101.55,224.91,3189.57,450.64,2525.03,213.9,3612.23
83,Texas,Corpus Christi,329256,702.49,6.38,70.46,142.75,482.91,3565.31,677.89,2665.4,222.02,4285.11
84,Texas,Dallas,1304379,774.64,12.48,62.08,327.0,373.09,3185.09,737.66,1856.26,591.16,3985.95
85,Texas,El Paso,688667,378.85,2.76,53.87,58.08,264.13,1818.88,188.33,1514.37,116.17,2203.25
86,Texas,Fort Worth,873069,560.21,8.02,65.17,147.3,339.72,3215.32,585.98,2319.4,309.94,3792.83
87,Texas,Allen,236243,316.62,3.39,54.6,135.03,123.6,3032.47,513.88,2175.73,342.87,3355.44
88,Texas,Houston,2304580,1095.23,11.5,58.42,417.96,607.34,4128.41,731.66,2900.82,495.93,5252.08
89,Texas,Frisco,242062,226.8,3.3,22.31,94.19,107.0,2539.43,400.31,1845.39,293.73,2775.73
90,Texas,Laredo,260669,321.86,3.84,43.73,59.08,215.22,2483.61,335.29,2083.1,65.22,2832.71
91,Texas,Denton,290413,149.79,5.17,27.89,40.98,75.75,1733.74,250.68,1366.33,116.73,1892.14
92,Texas,San Antonio,1434625,707.5,8.15,83.51,151.11,464.72,4844.84,770.82,3622.65,451.37,5565.95
93,Virginia,Chesapeake,240119,418.96,4.58,36.23,82.46,295.69,2272.21,276.11,1891.98,104.12,2699.5
94,Virginia,Norfolk,245190,555.9,14.68,55.06,151.31,334.84,3748.93,471.47,2984.62,292.83,4308.09
95,Virginia,Virginia Beach,454353,137.56,3.08,22.45,59.87,52.16,1934.62,165.95,1667.65,101.02,2083.4
96,Washington,Seattle,721365,632.69,3.74,36.87,210.02,382.05,5258.64,1081.98,3673.45,503.21,5911.99
97,Washington,Vancouver,217066,626.54,2.76,109.64,105.5,408.63,7231.44,1023.19,5408.03,800.22,7881.01
98,Wisconsin,Madison,255850,374.44,4.3,37.13,82.86,250.15,2662.11,362.32,2130.94,168.85,3040.46
99,Wisconsin,Milwaukee,595168,1597.36,19.83,72.92,490.45,1014.17,3792.04,927.13,1940.29,924.61,5441.99
100,Texas,Abilene,119886,393.7,2.5,31.7,105.9,253.6,3664.3,865.0,2656.7,142.6,8081.8
101,Ohio,Akron,198390,886.6,12.1,84.2,290.8,499.5,5057.7,1728.4,2965.9,363.4,11792.3
102,Virginia,Alexandria,145892,166.6,-,6.2,94.6,65.8,2049.5,192.6,1633.4,223.5,4426.0
103,Pennsylvania,Allentown,119334,547.2,12.6,45.3,313.4,176.0,3857.2,1045.8,2503.1,308.4,8751.099999999999
104,Texas,Amarillo,196576,650.1,5.1,56,141.4,447.7,4527.5,1061.7,3145.9,320.0,10294.3
105,New York,Amherst Town,117591,74.8,-,6,23.8,45.1,1922.8,182.0,1709.3,31.5,3989.3
106,Michigan,Ann Arbor,115008,197.4,0.9,30.4,43.5,122.6,2370.3,620.8,1650.3,99.1,5104.000000000001
107,California,Antioch,105009,1017.1,9.5,27.6,354.3,625.7,4530.1,1658.0,1828.4,1043.7,11057.300000000001
108,Colorado,Arvada,109029,144.9,-,20.2,26.6,98.1,2389.3,357.7,1847.2,184.4,5048.2
109,Georgia,Athens-Clarke County,117457,387.4,4.3,40.9,134.5,207.7,3917.2,978.2,2732.9,206.0,8563.9
110,Illinois,Aurora,199765,281.8,-,32.5,62.6,186.7,1784.6,472.6,1249.0,63.1,4100.4
111,Louisiana,Baton Rouge,231500,1082.9,28.5,27.6,446.2,580.6,5209.1,1652.7,3348.2,208.2,12527.900000000001
112,Texas,Beaumont,120323,1032.2,10.8,63.2,339.1,619.2,4840.3,1519.2,3089.2,231.9,11671.1
113,Washington,Bellevue,126022,127.8,1.6,20.6,53.2,52.4,2779.7,543.6,2102.0,134.1,5792.8
114,California,Berkeley,114961,423.6,4.3,33.9,291.4,93.9,4954.7,844.6,3552.5,557.6,10718.300000000001
115,Montana,Billings,106371,347.8,2.8,35.7,63.9,245.4,4523.8,745.5,3391.9,386.4,9704.7
116,Alabama,Birmingham,213266,1517.8,31.4,71.3,460.9,954.2,6934.1,2205.7,4239.8,488.6,16801.1
117,Idaho,Boise,211569,268.0,0.5,35.4,30.3,201.8,2524.9,431.5,2019.2,74.2,5549.9
118,Colorado,Boulder,100257,248.4,-,31.9,47.9,168.6,2929.5,470.8,2331.0,127.7,6323.900000000001
119,Connecticut,Bridgeport,146030,1205.2,15.1,265.7,415.0,509.5,3528.7,943.0,1991.4,594.4,9187.199999999999
120,Oklahoma,Broken Arrow,100688,153.9,1,32.8,38.7,81.4,2172.1,371.4,1686.4,114.2,4618.099999999999
121,Texas,Brownsville,181102,261.2,1.7,21,69.0,169.5,4603.5,632.2,3857.5,113.7,9706.6
122,California,Burbank,105057,231.3,1.9,22.8,105.7,100.9,2373.0,364.6,1819.0,189.4,5183.9
123,Massachusetts,Cambridge,106981,402.9,0.9,18.7,126.2,257.1,2889.3,469.2,2320.0,100.0,6564.7
124,Florida,Cape Coral,159625,143.5,2.5,10,25.7,105.2,2205.8,538.8,1595.6,71.4,4686.0
125,California,Carlsbad,107879,245.6,1.9,24.1,51.0,168.7,1955.0,460.7,1356.1,138.1,4375.200000000001
126,Texas,Carrollton,124477,144.6,1.6,5.6,60.3,77.1,2742.7,619.4,1894.3,229.0,5767.4
127,North Carolina,Cary,141016,81.6,-,7.8,20.6,53.2,1353.7,262.4,1046.7,44.7,2862.8999999999996
128,Iowa,Cedar Rapids,128401,277.3,2.3,33.5,75.5,165.9,3678.3,752.3,2728.2,197.8,7875.3
129,Colorado,Centennial,104022,150.9,1,38.5,31.7,79.8,1383.4,266.3,1043.0,74.0,3029.1000000000004
130,Arizona,Chandler,242721,258.7,1.6,26.4,61.4,169.3,2707.2,472.6,2129.2,105.5,5903.9
131,South Carolina,Charleston,123856,239.0,9.7,15.3,84.0,130.0,2723.3,302.0,2231.6,189.7,5899.599999999999
132,Virginia,Chesapeake,227531,368.7,5.3,15.8,88.8,258.9,2765.3,454.4,2188.3,122.6,6247.000000000001
133,California,Chula Vista,249830,232.6,3.2,13.2,90.9,125.3,2033.8,370.7,1262.1,401.1,4516.5
134,Tennessee,Clarksville,137356,637.0,7.3,33.5,72.1,524.2,2723.6,710.6,1891.4,121.6,6680.5
135,Florida,Clearwater,109255,665.4,2.7,54,188.5,420.1,3902.8,841.2,2900.6,161.1,9079.7
136,Missouri,Columbia,110646,430.2,2.7,37.1,146.4,244.0,3814.9,708.6,2977.1,129.2,8450.400000000001
137,Georgia,Columbus,196178,506.7,8.7,15.8,215.6,266.6,5742.7,1380.9,3930.6,431.2,12474.300000000001
138,California,Concord,125205,321.1,-,15.2,122.2,183.7,3340.1,662.1,2151.7,526.3,7307.2
139,Florida,Coral Springs,125021,183.2,0.8,8,62.4,112.0,2255.6,457.5,1678.1,120.0,4868.799999999999
140,California,Corona,157342,133.5,0.6,10.8,64.8,57.2,2633.1,547.2,1758.0,327.9,5521.7
141,California,Costa Mesa,112635,225.5,3.6,28.4,73.7,119.9,3621.4,593.1,2707.9,320.5,7662.0
142,California,Daly City,103311,209.1,-,8.7,73.6,126.8,1745.2,382.3,1114.1,248.8,3899.9
143,Iowa,Davenport,101193,596.9,4,39.5,149.2,404.2,4039.8,879.5,2877.7,282.6,9229.9
144,Ohio,Dayton,142139,973.7,16.9,78.8,445.3,432.7,5899.2,2140.9,3270.7,487.6,13650.1
145,Texas,Denton,118942,310.2,0.8,72.3,68.9,168.1,2742.5,531.4,2079.2,132.0,6032.299999999999
146,Iowa,Des Moines,207400,527.5,3.4,48.2,120.5,355.4,4922.9,1212.2,3333.7,377.0,10849.199999999999
147,California,Downey,113628,335.3,5.3,17.6,167.2,145.2,3112.8,589.6,1679.2,844.0,6873.3
148,North Carolina,Durham,235563,725.9,8.9,26.7,261.1,429.2,4363.6,1394.1,2670.6,298.9,10143.4
149,New Jersey,Edison Township,101007,120.8,-,8.9,58.4,53.5,1466.2,337.6,1018.7,109.9,3165.1
150,California,El Cajon,101864,358.3,2,23.6,144.3,188.5,2369.8,484.0,1499.1,386.8,5430.8
151,California,El Monte,115356,342.4,3.5,12.1,176.0,150.8,1933.1,495.0,937.1,501.1,4535.5
152,Illinois,Elgin,109155,235.4,1.8,61.4,69.6,102.6,1815.8,327.1,1416.3,72.4,4039.2000000000003
153,New Jersey,Elizabeth,126281,797.4,11.1,29.3,423.7,333.4,3445.5,781.6,1739.8,924.1,8445.5
154,California,Elk Grove,156344,327.5,0.6,12.8,60.8,253.3,2105.6,431.1,1538.9,135.6,4852.8
155,Pennsylvania,Erie,101972,449.1,7.8,62.8,168.7,209.9,3442.1,1073.8,2266.3,102.0,7711.900000000001
156,California,Escondido,147386,426.1,3.4,25.8,139.8,257.1,2637.3,518.4,1604.6,514.3,6097.6
157,Oregon,Eugene,158043,272.1,-,45.6,124.0,102.5,5064.4,958.6,3830.6,275.2,10627.400000000001
158,Indiana,Evansville,118194,473.8,6.8,47.4,168.4,251.3,5146.6,957.7,3833.5,355.3,11186.599999999999
159,Washington,Everett,105318,456.7,0.9,43.7,172.8,239.3,6092.0,1106.2,4064.8,921.0,13052.8
160,California,Fairfield,107110,423.9,7.5,28,129.8,258.6,3096.8,631.1,2001.7,464.0,7005.900000000001
161,North Dakota,Fargo,109813,358.8,1.8,62.8,41.9,252.2,2581.7,410.7,2029.8,141.1,5816.2
162,North Carolina,Fayetteville,205966,575.8,10.7,34,271.9,259.3,6390.9,1995.0,4028.8,367.1,13888.800000000001
163,Michigan,Flint,101632,2729.5,62,106.3,662.2,1899.0,5554.4,2931.2,2171.6,451.6,16399.5
164,California,Fontana,200874,423.2,2.5,15.4,144.9,260.4,2237.2,547.1,1189.3,500.8,5302.9
165,Colorado,Fort Collins,148792,262.8,1.3,29.6,26.9,205.0,2768.3,401.9,2271.0,95.4,6031.299999999999
166,Florida,Fort Lauderdale,170827,903.3,9.4,28.1,488.8,377.0,5830.5,1727.5,3757.6,345.4,13430.1
167,California,Fremont,218927,139.8,0.9,6.4,60.3,72.2,1945.4,537.2,1142.8,265.4,4163.1
168,Texas,Frisco,123205,79.5,-,6.5,19.5,53.6,2051.1,357.1,1650.1,43.8,4254.7
169,California,Fullerton,138455,326.5,-,22.4,98.9,205.1,2843.5,535.9,2074.3,233.3,6317.500000000001
170,Florida,Gainesville,127036,669.9,4.7,58.3,134.6,472.3,4094.1,794.3,3111.7,188.1,9465.0
171,California,Garden Grove,175079,250.7,0.6,9.1,77.1,163.9,2294.4,434.7,1516.5,343.3,5080.599999999999
172,Texas,Garland,234984,229.8,3,20,100.4,106.4,3691.7,943.9,2496.3,251.5,7820.0
173,Arizona,Gilbert,214264,95.7,2.3,8.9,27.5,56.9,1580.3,338.8,1164.9,76.5,3340.6
174,Arizona,Glendale,232997,491.4,5.2,23.2,177.3,285.8,6409.5,1221.9,4662.3,525.3,13773.5
175,California,Glendale,194902,119.5,-,3.1,55.4,61.1,1561.3,264.7,1138.0,158.5,3358.5
176,Texas,Grand Prairie,181782,274.5,0.6,27.5,88.0,158.4,2885.9,714.0,1824.2,347.7,6292.7
177,Michigan,Grand Rapids,189953,771.2,8.4,24.2,243.2,495.4,3484.0,1009.2,2333.7,141.1,8477.800000000001
178,Wisconsin,Green Bay,106080,484.5,0.9,41.5,82.0,360.1,2807.3,621.2,2083.3,102.8,6541.200000000001
179,Oregon,Gresham,108202,450.1,3.7,30.5,191.3,224.6,4489.8,818.8,2985.2,685.8,9845.599999999999
180,Virginia,Hampton,137905,227.7,6.5,11.6,105.9,103.7,3377.0,549.7,2637.3,190.0,7191.3
181,Connecticut,Hartford,125203,1321.9,18.4,21.6,511.2,770.7,4248.3,838.6,2769.1,640.6,11100.400000000001
182,California,Hayward,147424,415.8,4.1,31.2,232.0,148.6,3250.5,752.3,1510.6,987.6,7297.4
183,Florida,Hialeah,233107,347.5,1.7,17.2,111.5,217.1,3086.1,449.6,2320.4,316.2,6848.400000000001
184,North Carolina,High Point,106801,520.6,4.7,17.8,173.2,324.9,4135.7,1112.3,2755.6,267.8,9290.099999999999
185,Florida,Hollywood,145313,442.5,3.4,26.2,191.3,221.6,5307.9,1347.4,3506.2,454.2,11471.099999999999
186,California,Huntington Beach,194677,160.8,1.5,15.9,42.6,100.7,2809.8,409.4,2235.5,164.9,5923.7
187,Alabama,Huntsville,183691,923.3,7.6,39.2,248.2,628.2,5041.6,1178.6,3476.5,386.5,11882.9
188,Missouri,Independence,117433,457.3,4.3,36.6,108.1,308.3,6090.3,1067.0,4356.5,666.8,13054.3
189,California,Inglewood,111488,699.6,12.6,24.2,334.6,328.3,2397.6,579.4,1245.9,572.3,6157.7
190,California,Irvine,217528,50.6,0.9,3.7,13.3,32.6,1518.9,262.0,1194.8,62.1,3134.2999999999997
191,Texas,Irving,224007,226.3,1.3,12.1,60.3,152.7,2815.5,570.1,1993.7,251.8,6070.400000000001
192,Mississippi,Jackson,175939,948.1,35.8,76.7,454.1,381.4,6575.0,2344.0,3585.3,645.7,14933.600000000002
193,Illinois,Joliet,148471,340.8,7.4,20.2,70.0,243.1,2583.0,642.5,1834.0,106.4,5819.799999999999
194,Kansas,Kansas City,147201,595.8,10.2,57.7,188.2,339.7,5120.9,1203.8,3096.4,820.6,11365.4
195,Washington,Kent,122102,444.7,1.6,55.7,158.9,228.5,4478.2,1014.7,2755.9,707.6,9788.5
196,Texas,Killeen,131965,644.9,9.1,62.1,178.8,394.8,3778.3,1135.1,2497.6,145.5,8775.0
197,Tennessee,Knoxville,182254,973.4,9.9,65.3,289.7,608.5,6676.9,1581.3,4594.1,501.5,15225.4
198,Louisiana,Lafayette,122852,634.1,9,9,164.4,451.8,5547.3,1082.6,4268.6,196.2,12345.000000000002
199,Colorado,Lakewood,146404,461.7,1.4,64.2,101.1,295.1,4579.8,626.3,3538.2,415.3,10017.5
200,California,Lancaster,159155,539.7,5,33.9,196.7,304.1,2197.9,655.3,1288.7,253.8,5436.2
201,Michigan,Lansing,114688,939.9,11.3,80.2,177.0,671.4,3290.7,1139.6,1920.9,230.2,8369.7
202,Texas,Laredo,245558,421.9,3.3,33,74.5,311.1,4351.3,699.6,3496.5,155.2,9510.100000000002
203,Arkansas,Little Rock,196055,1315.4,23,69.9,411.6,811.0,8061.0,2164.7,5337.8,558.5,18660.0
204,Massachusetts,Lowell,108539,539.0,-,34.1,160.3,344.6,2879.1,782.2,1825.2,271.8,6802.2
205,Texas,Lubbock,237241,827.0,4.6,43.8,137.0,641.5,5173.2,1306.3,3552.9,314.0,11951.9
206,Wisconsin,Madison,237508,377.7,1.3,48,101.5,226.9,3264.3,674.1,2483.3,106.9,7234.7
207,New Hampshire,Manchester,110040,567.1,0.9,65.4,186.3,314.4,3496.9,771.5,2588.1,137.2,8061.500000000001
208,Texas,McAllen,135745,122.3,0.7,2.2,41.3,78.1,4025.9,370.5,3499.9,155.4,8293.4
209,Texas,McKinney,138105,165.8,-,39.1,42.0,84.7,2017.3,356.3,1585.7,75.3,4327.1
210,Texas,Mesquite,144811,305.2,1.4,9.7,126.4,167.8,4340.1,1082.8,2782.9,474.4,9279.6
211,Florida,Miami Gardens,111177,837.4,22.5,14.4,331.9,468.6,4303.0,1160.3,2771.3,371.5,10244.0
212,Texas,Midland,115637,344.2,3.5,18.2,45.0,277.6,2601.2,483.4,2000.2,117.6,5869.200000000001
213,Florida,Miramar,125998,426.2,1.6,24.6,129.4,270.6,2368.3,684.1,1508.8,175.4,5562.799999999999
214,California,Modesto,204631,777.0,9.8,28.8,219.9,518.5,5510.4,1256.4,3374.9,879.1,12536.199999999999
215,Alabama,Montgomery,209018,395.7,21.1,19.6,219.6,135.4,5768.9,1631.0,3611.2,526.7,12288.5
216,California,Moreno Valley,199673,353.6,2.5,12.5,165.8,172.8,3190.7,1010.7,1730.8,449.2,7073.599999999999
217,Tennessee,Murfreesboro,112247,624.5,2.7,49,119.4,453.5,3568.9,822.3,2582.7,163.9,8335.2
218,California,Murrieta,106839,65.5,0.9,7.5,19.7,37.4,1605.2,381.9,1101.7,121.7,3333.0999999999995
219,Illinois,Naperville,142840,83.3,2.1,4.9,16.8,59.5,1431.0,178.5,1223.7,28.7,3021.5
220,Connecticut,New Haven,129934,1439.2,13.1,42.3,649.6,734.2,5014.9,1116.7,3348.6,549.5,12852.7
221,Virginia,Newport News,181591,415.2,11,27.5,149.2,227.4,3151.0,566.7,2440.1,144.3,7093.900000000001
222,Virginia,Norfolk,245303,543.0,13.9,30.6,200.2,298.4,4643.6,921.7,3425.6,296.4,10328.9
223,Oklahoma,Norman,113969,151.8,0.9,45.6,47.4,57.9,2676.2,551.9,1976.0,148.3,5609.5
224,South Carolina,North Charleston,100675,732.1,12.9,60.6,210.6,448.0,5718.4,848.3,4333.7,536.4,12827.499999999998
225,Nevada,North Las Vegas,221884,763.9,6.3,32.9,175.3,549.4,2494.1,701.7,1362.0,430.4,6476.799999999999
226,California,Norwalk,107295,403.6,10.3,12.1,159.4,221.8,2431.6,502.4,1432.5,496.8,5648.099999999999
227,California,Oceanside,171141,425.4,4.7,28,102.3,290.4,2506.1,491.4,1754.7,260.0,5830.3
228,Texas,Odessa,103635,1064.3,4.8,41.5,136.1,881.9,3586.6,743.0,2475.0,368.6,9255.5
229,Kansas,Olathe,128560,148.6,-,29.6,18.7,100.3,1929.1,245.0,1546.4,137.7,4125.8
230,California,Ontario,167933,318.0,1.8,21.4,158.4,136.4,3010.7,630.0,1797.7,583.0,6634.2
231,California,Orange,139692,96.6,2.9,5.7,38.7,49.4,2028.0,357.9,1463.2,206.9,4240.7
232,Florida,Orlando,246513,1017.4,9.7,41.8,244.6,721.3,6613.8,1532.6,4552.3,529.0,15211.0
233,Kansas,Overland Park,177085,160.9,1.1,22.6,23.7,113.5,2303.4,292.0,1828.5,183.0,4905.0
234,California,Oxnard,201797,298.8,4.5,4,150.6,139.7,2017.4,420.2,1326.6,270.6,4623.9
235,Florida,Palm Bay,104635,528.5,2.9,18.2,74.5,432.9,2348.2,687.2,1530.1,130.9,5732.299999999999
236,California,Palmdale,155294,522.9,3.9,23.8,144.2,350.9,2184.9,666.5,1331.7,186.7,5387.8
237,California,Pasadena,139382,310.7,3.6,15.1,123.4,168.6,2424.3,639.3,1605.7,179.4,5451.4
238,Texas,Pasadena,154562,402.4,5.2,33.6,95.1,268.5,3629.6,646.3,2644.2,339.0,8025.1
239,New Jersey,Paterson,147148,1054.7,14.3,15,580.4,445.1,3153.3,1100.3,1436.6,616.4,8386.8
240,Florida,Pembroke Pines,159744,149.0,1.3,8.8,52.0,87.0,2653.0,529.6,1987.6,135.8,5594.0
241,Arizona,Peoria,158347,186.9,5.7,15.2,48.6,117.5,2951.1,586.7,2196.4,168.0,6255.200000000001
242,Illinois,Peoria,115288,797.1,8.7,21.7,281.0,485.7,4356.0,1231.7,2923.1,201.2,10275.800000000001
243,California,Pomona,151511,673.9,11.2,41.6,248.8,372.3,3336.4,594.7,2009.1,732.6,7967.799999999999
244,Florida,Pompano Beach,103003,1029.1,4.9,35.9,406.8,581.5,5399.8,1245.6,3763.0,391.3,12817.099999999999
245,Florida,Port St. Lucie,168416,234.5,2.4,27.9,32.7,171.6,1799.7,484.5,1261.2,54.0,4038.2
246,Rhode Island,Providence,177882,636.9,9.6,47.2,203.5,376.7,4484.4,1084.4,2745.6,654.4,10185.9
247,Utah,Provo,116879,127.5,-,30.8,16.3,80.4,2109.0,257.5,1754.8,96.7,4442.2
248,Colorado,Pueblo,109065,730.8,7.3,19.3,182.5,521.7,6445.7,1737.5,4256.2,452.0,14326.400000000001
249,California,Rancho Cucamonga,169276,189.6,2.4,9.5,66.2,111.7,2576.9,862.5,1433.8,280.6,5521.3
250,Nevada,Reno,230486,517.2,3,14.3,141.9,357.9,3220.6,708.5,2129.8,382.2,7458.1
251,California,Rialto,101595,501.0,3.9,16.7,197.8,282.5,3514.9,883.9,1769.8,861.3,8011.2
252,Texas,Richardson,103266,165.6,1.9,26.1,77.5,60.0,2909.0,675.9,2106.2,126.9,6121.099999999999
253,California,Richmond,106357,1092.5,16.9,33.8,367.6,674.1,4718.1,1445.1,1518.5,1754.5,11570.4
254,Virginia,Richmond,207799,648.7,20.2,18.3,304.6,305.6,4380.7,976.9,2953.8,450.0,10020.3
255,Minnesota,Rochester,108582,,1.8,,50.7,95.8,2505.9,455.9,1968.1,82.0,5158.4
256,New York,Rochester,211993,976.0,17,52.8,385.4,520.8,5322.3,1404.8,3624.2,293.4,12526.9
257,Illinois,Rockford,152293,1367.8,5.9,81.4,327.7,952.8,4995.6,1460.3,3285.1,250.2,12639.500000000002
258,California,Roseville,122896,238.4,1.6,12.2,68.4,156.2,2675.4,422.3,2063.5,189.6,5813.800000000001
259,Texas,Round Rock,106232,132.7,-,30.1,42.4,60.2,2481.4,316.3,2091.6,73.4,5198.0
260,Oregon,Salem,157353,358.4,4.4,25.4,87.7,240.9,4277.6,662.8,3150.9,463.9,9242.2
261,California,Salinas,154413,665.1,13.6,26.6,316.0,308.9,3177.2,788.8,1687.7,700.7,7644.4
262,Utah,Salt Lake City,192465,675.4,4.2,63.4,164.2,443.7,7459.5,947.7,5625.4,886.4,16202.3
263,California,San Bernardino,214987,940.5,21.9,26,373.5,519.1,4888.7,1306.6,2321.5,1260.5,11610.4
264,California,Santa Clara,119360,185.2,-,8.4,51.1,125.7,2769.8,489.3,1904.3,376.2,5901.6
265,California,Santa Clarita,179248,190.8,0.6,16.7,53.6,119.9,1529.7,343.7,1016.5,169.6,3423.7999999999997
266,California,Santa Maria,101207,681.8,-,20.7,143.3,517.8,2401.0,703.5,1302.3,395.2,6144.9
267,California,Santa Rosa,170862,372.2,1.2,39.2,73.7,258.1,2234.6,424.3,1625.3,184.9,5173.099999999999
268,Georgia,Savannah-Chatham Metropolitan,231285,379.6,9.9,10.8,212.3,146.6,3599.5,900.6,2413.9,284.9,7937.4
269,Arizona,Scottsdale,223432,147.2,1.3,18.8,51.5,75.6,2706.4,561.7,2036.9,107.9,5687.199999999999
270,Louisiana,Shreveport,202164,766.7,8.4,45.5,214.2,498.6,4878.2,1199.5,3449.2,229.5,11235.9
271,California,Simi Valley,126686,111.3,2.4,5.5,28.4,75.0,1512.4,314.2,1100.4,97.9,3239.6000000000004
272,South Dakota,Sioux Falls,158354,398.5,1.3,87.8,44.2,265.2,3183.4,567.7,2426.8,188.8,7074.6
273,Indiana,South Bend,101398,613.4,17.8,54.2,311.6,229.8,4760.4,1720.0,2759.4,281.1,10675.7
274,Washington,Spokane,212163,645.3,6.1,38.2,253.1,347.8,8730.1,1803.8,5938.8,987.4,18706.300000000003
275,Illinois,Springfield,117131,971.6,8.5,64.9,222.0,676.2,5929.3,1425.8,4296.9,206.6,13728.4
276,Massachusetts,Springfield,154518,1039.4,7.1,25.2,350.8,656.2,4545.7,1499.5,2554.4,491.9,11137.9
277,Missouri,Springfield,160962,991.5,9.9,87.6,219.3,674.7,9010.8,1376.1,6981.8,652.9,19907.100000000002
278,Florida,St. Petersburg,248340,901.6,6,37.9,235.6,622.1,5013.7,1181.0,3479.9,352.7,11786.6
279,Connecticut,Stamford,124201,282.6,4,20.1,116.7,141.7,1555.5,233.5,1185.2,136.9,3652.1
280,Michigan,Sterling Heights,129974,178.5,3.1,12.3,23.1,140.0,1983.5,274.7,1584.2,124.6,4308.6
281,California,Sunnyvale,143606,118.4,2.1,9.7,49.4,57.1,1779.2,364.9,1181.0,233.3,3783.3
282,Arizona,Surprise,120793,134.1,2.5,6.6,51.3,73.7,2059.7,429.7,1532.4,97.7,4378.599999999999
283,New York,Syracuse,145934,940.2,9.6,51.4,311.1,568.1,4095.0,1299.2,2534.0,261.8,10009.399999999998
284,Washington,Tacoma,202646,797.0,5.9,45.9,239.8,505.3,6349.0,1463.1,3945.3,940.6,14240.1
285,Florida,Tallahassee,185461,853.0,6.5,62,283.1,501.5,4646.3,1418.1,2945.6,282.5,10930.1
286,California,Temecula,103414,93.8,-,9.7,51.3,32.9,2359.4,568.6,1585.9,205.0,4896.9
287,Arizona,Tempe,166061,528.7,6.6,26.5,152.4,343.2,4711.5,752.7,3664.3,294.5,10447.3
288,Colorado,Thornton,123115,269.7,0.8,47.1,33.3,188.4,2645.5,386.6,1974.6,284.3,5782.400000000001
289,California,Thousand Oaks,129171,121.5,-,17.8,35.6,68.1,1422.9,215.2,1138.0,69.7,3071.0
290,Kansas,Topeka,128843,599.2,11.6,30.3,183.9,373.3,5309.6,991.1,3855.1,463.4,11775.6
291,California,Torrance,147851,128.5,2.7,11.5,62.2,52.1,1819.4,357.8,1233.0,228.6,3881.6000000000004
292,Texas,Tyler,100040,535.8,3,45,92.0,395.8,4504.2,1024.6,3348.7,130.9,10031.999999999998
293,California,Vallejo,117912,744.6,11.9,37.3,322.3,373.2,4956.2,2279.7,1425.6,1250.9,11352.5
294,Washington,Vancouver,166375,355.8,3,43.3,103.4,206.2,3893.6,627.5,2610.4,655.7,8452.6
295,California,Ventura,108511,285.7,0.9,22.1,129.0,133.6,3580.3,717.0,2603.4,259.9,7708.9
296,California,Victorville,118687,569.6,5.1,33.7,187.0,343.8,3762.0,1547.8,1669.1,545.1,8624.4
297,California,Visalia,127604,426.3,3.9,34.5,105.0,282.9,4334.5,961.6,2960.7,412.2,9483.2
298,Texas,Waco,128595,493.8,4.7,49,141.5,298.6,4544.5,1205.3,3218.6,120.5,10022.8
299,Michigan,Warren,134340,532.2,-,67.7,110.2,354.3,2819.0,743.6,1525.2,550.1,6634.6
300,Connecticut,Waterbury,110486,296.9,4.5,6.3,167.4,118.6,4265.7,599.2,3202.2,464.3,9114.3
301,California,West Covina,107861,260.5,1.9,10.2,100.1,148.3,2989.0,506.2,1979.4,503.4,6486.9
